,nickname,rating,title,voice,author,review,created,publish
22,꼭안아주세요,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.26,미디어창비
23,shinmg1209,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.26,미디어창비
24,소리를먹는다,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.26,미디어창비
25,겁나빠른달팽이,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.26,미디어창비
26,블링블링불링,100,[단편] 헤엄치는 밤,최인영,한유주,다음이 더욱 궁금해지네요,2020.10.26,미디어창비
27,마임,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.26,미디어창비
28,cowboybaby,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.25,미디어창비
29,니나노니니노,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.25,미디어창비
30,도고이,100,[단편] 헤엄치는 밤,최인영,한유주,듣고나니 많은 생각이 드는밤이네요,2020.10.25,미디어창비
31,코끼리311,100,[단편] 헤엄치는 밤,최인영,한유주,좋은내용 감사합니다.,2020.10.25,미디어창비
32,신화바앙패,100,[단편] 헤엄치는 밤,최인영,한유주,깊은밤 드라이브 하고 싶네요,2020.10.25,미디어창비
33,익산군,100,[단편] 헤엄치는 밤,최인영,한유주,잘듣고갑니다,2020.10.25,미디어창비
34,pknu80,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.24,미디어창비
35,심심한걸,100,[단편] 헤엄치는 밤,최인영,한유주,잘들을께여,2020.10.24,미디어창비
36,블루윙즈95,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비
37,벅스턴,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비
38,마리에서,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.24,미디어창비
39,biotite,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다,2020.10.24,미디어창비
40,소크라테스형,100,[단편] 헤엄치는 밤,최인영,한유주,좋네요,2020.10.24,미디어창비
41,ungshin,100,[단편] 헤엄치는 밤,최인영,한유주,잘들을께요,2020.10.24,미디어창비
42,스케일링비더내김환,100,[단편] 헤엄치는 밤,최인영,한유주,잘듣겠습니다,2020.10.23,미디어창비
43,홍홍37,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
44,이혼계약,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요! 잘듣겠습니다!!!,2020.10.23,미디어창비
45,baboss,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
46,DDSD2012,100,[단편] 헤엄치는 밤,최인영,한유주,듣기 편하네요,2020.10.23,미디어창비
47,하드코어질럿,100,[단편] 헤엄치는 밤,최인영,한유주,너무 좋아요,2020.10.23,미디어창비
48,건바이건,100,[단편] 헤엄치는 밤,최인영,한유주,가을에 잘어울려요,2020.10.23,미디어창비
49,고트프리트,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었어요,2020.10.23,미디어창비
50,원총수,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
51,그레이빈,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었어요..,2020.10.23,미디어창비
52,kaineus45,100,[단편] 헤엄치는 밤,최인영,한유주,잘 들었습니다.,2020.10.23,미디어창비
53,우유속당근,100,[단편] 헤엄치는 밤,최인영,한유주,차분하면서도 흡입력이 있는게 참 듣기좋네요,2020.10.23,미디어창비
54,레모나산임,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비
55,KNUT,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
56,짬짜면대장,100,[단편] 헤엄치는 밤,최인영,한유주,좋네요 감사합니다,2020.10.23,미디어창비
57,대룡리말바위,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
58,ㅂㅌㅅ,100,[단편] 헤엄치는 밤,최인영,한유주,좋습니다,2020.10.23,미디어창비
59,밤턴소년단,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비
60,handrake12,100,[단편] 헤엄치는 밤,최인영,한유주,한편의 미스테리 영화를 보는 느낌이었어요,2020.10.23,미디어창비
61,ceo7302,100,[단편] 헤엄치는 밤,최인영,한유주,너무 좋네요,2020.10.23,미디어창비
62,momo0511,100,[단편] 헤엄치는 밤,최인영,한유주,잘들었습니다,2020.10.23,미디어창비
63,축구adgj1234,100,[단편] 헤엄치는 밤,최인영,한유주,감사합니다,2020.10.23,미디어창비
64,initialj,100,[단편] 헤엄치는 밤,최인영,한유주,좋아요,2020.10.23,미디어창비
65,swagger,100,[단편] 헤엄치는 밤,최인영,한유주,gripping,2020.10.23,미디어창비
66,나이스가이72,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,모두 좋습니다.,2020.10.29,미디어창비
67,귀티부티,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,굿 좋아하는 내용이네요,2020.10.29,미디어창비
68,뜬구름0,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비
69,티씨지는부산더락,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,목소리 너무 좋아요,2020.10.28,미디어창비
70,주야파파,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비
71,이뿐똥꼬킹,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.28,미디어창비
72,bsy0076,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비
73,Sangyub,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.28,미디어창비
74,변경닉네임,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,굿굿굿,2020.10.27,미디어창비
75,엄um,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들을게욥,2020.10.27,미디어창비
76,니체짱,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,고맙습니다,2020.10.27,미디어창비
77,마르크그라프,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비
78,sksacyhpar,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비
79,Chivarly,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,참신하네요. 재밌습니다!,2020.10.27,미디어창비
80,ahdcl1020,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었어요^^,2020.10.27,미디어창비
81,중국와이파이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듵었습니다 ㅎㅎ,2020.10.27,미디어창비
82,kimsfull,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,소재와 공간이 참신하네요,2020.10.27,미디어창비
83,yuj0715,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.27,미디어창비
84,꼬꼬리코돌격대,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,너무 좋습니다!! *^^*,2020.10.27,미디어창비
85,브람스00,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,사과 작가님 감사해요^,2020.10.27,미디어창비
86,세인트케이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비
87,훈준용엄마,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다.,2020.10.26,미디어창비
88,제주남45877,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,굿,2020.10.26,미디어창비
89,미다진구,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었습니다  응원합니다♥♥♥,2020.10.26,미디어창비
90,꼭안아주세요,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비
91,shinmg1209,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.26,미디어창비
92,kwonjkim,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,아주조아요,2020.10.26,미디어창비
93,소리를먹는다,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.26,미디어창비
94,겁나빠른달팽이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.26,미디어창비
95,마임,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사해요,2020.10.26,미디어창비
96,09abc,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듣고갑니다!,2020.10.25,미디어창비
97,HawaiiZoa,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었습니다,2020.10.25,미디어창비
98,코끼리311,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣고 갑니다.,2020.10.25,미디어창비
99,신화바앙패,60,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣고갑니다,2020.10.25,미디어창비
100,익산군,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.25,미디어창비
101,pknu80,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었습니다,2020.10.24,미디어창비
102,심심한걸,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들을께여,2020.10.24,미디어창비
103,블루윙즈95,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비
104,벅스턴,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비
105,청솔모,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,참 좋아요.,2020.10.24,미디어창비
106,마리에서,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.24,미디어창비
107,biotite,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 들었어요,2020.10.24,미디어창비
108,소크라테스형,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋네요,2020.10.24,미디어창비
109,부산기장갈매기들아,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋은내용,2020.10.24,미디어창비
110,eimhomi,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.24,미디어창비
111,스케일링비더내김환,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘듣겠습니다,2020.10.23,미디어창비
112,이혼계약,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요! 잘듣겠습니다!!!,2020.10.23,미디어창비
113,baboss,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비
114,여친사귀고싶다,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,가슴에 울리는 내용 잘들었습니다,2020.10.23,미디어창비
115,DDSD2012,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,듣기 편하네요,2020.10.23,미디어창비
116,하드코어질럿,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,너무 좋아요,2020.10.23,미디어창비
117,건바이건,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,깨달음을 얻게되는거 같습니다,2020.10.23,미디어창비
118,그리고뭉게구름,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,‘스기마쓰 성서’라고 불리는 종이들이 바람에 펄럭이고 있다. 얼마 후...,2020.10.23,미디어창비
119,고트프리트,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.23,미디어창비
120,그레이빈,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,듣기 좋아요..^^,2020.10.23,미디어창비
121,히라0,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비
122,KNUT,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비
123,대룡리말바위,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋네요,2020.10.23,미디어창비
124,ㅂㅌㅅ,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋습니다,2020.10.23,미디어창비
125,밤턴소년단,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.23,미디어창비
126,ceo7302,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,너무 좋네요,2020.10.23,미디어창비
127,바른말쟁이,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘 듣겠습니다.,2020.10.23,미디어창비
128,momo0511,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,잘들었습니다,2020.10.23,미디어창비
129,축구adgj1234,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,감사합니다,2020.10.23,미디어창비
130,initialj,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,좋아요,2020.10.23,미디어창비
131,swagger,100,[단편] 펄럭이는 종이 스기마쓰 성서,박솔뫼,박솔뫼,engaging,2020.10.23,미디어창비
132,나이스가이72,100,[단편] 돼지 먹이,김보나,듀나,"잘 들었습니다.
좋습니다.",2020.10.29,미디어창비
133,박종윤의남자,100,[단편] 돼지 먹이,김보나,듀나,목소리가 너무너무 좋으셔서 즐겁게 들었습니더,2020.10.29,미디어창비
134,ungshin,100,[단편] 돼지 먹이,김보나,듀나,기대합니다,2020.10.29,미디어창비
135,뜬구름0,100,[단편] 돼지 먹이,김보나,듀나,좋네요,2020.10.28,미디어창비
136,티씨지는부산더락,100,[단편] 돼지 먹이,김보나,듀나,목소리가 너무 좋아서,2020.10.28,미디어창비
137,주야파파,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비
138,이뿐똥꼬킹,100,[단편] 돼지 먹이,김보나,듀나,좋습니다,2020.10.28,미디어창비
139,greathogoo,100,[단편] 돼지 먹이,김보나,듀나,재미있네요,2020.10.28,미디어창비
140,bsy0076,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비
141,Sangyub,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.28,미디어창비
142,변경닉네임,100,[단편] 돼지 먹이,김보나,듀나,굿굿굿,2020.10.27,미디어창비
143,니체짱,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.27,미디어창비
144,마르크그라프,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.27,미디어창비
145,tonikroos,80,[단편] 돼지 먹이,김보나,듀나,잘 들었어요,2020.10.27,미디어창비
146,sksacyhpar,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.27,미디어창비
147,Chivarly,100,[단편] 돼지 먹이,김보나,듀나,재밌겠네요,2020.10.27,미디어창비
148,ahdcl1020,100,[단편] 돼지 먹이,김보나,듀나,잘들어어요^^,2020.10.27,미디어창비
149,중국와이파이,100,[단편] 돼지 먹이,김보나,듀나,제목이 특이하네요,2020.10.27,미디어창비
150,다이어트는힘들어,100,[단편] 돼지 먹이,김보나,듀나,오 좋네요,2020.10.27,미디어창비
151,kimsfull,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다.,2020.10.27,미디어창비
152,yuj0715,100,[단편] 돼지 먹이,김보나,듀나,잠들어질 정도로 잘들었습니다,2020.10.27,미디어창비
153,꼬꼬리코돌격대,100,[단편] 돼지 먹이,김보나,듀나,너무 좋습니다!! *^^*,2020.10.27,미디어창비
154,브람스00,100,[단편] 돼지 먹이,김보나,듀나,좋아요^,2020.10.27,미디어창비
155,림킴*,100,[단편] 돼지 먹이,김보나,듀나,목소리 ,2020.10.27,미디어창비
156,세인트케이,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비
157,해피이카,100,[단편] 돼지 먹이,김보나,듀나,"성우님 목소리가 흡인력이 있어요.
지나치듯 들을 수 없게 호기심을 불러일으키네요.",2020.10.26,미디어창비
158,미다진구,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다  좋아요   응원합니다♥♥♥,2020.10.26,미디어창비
159,꼭안아주세요,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비
160,shinmg1209,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.26,미디어창비
161,히히덕,100,[단편] 돼지 먹이,김보나,듀나,나비전쟁부터 작가님 좋아했는데 이렇게 음성으로 들으니 또 다르네요 추천합니다,2020.10.26,미디어창비
162,소리를먹는다,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.26,미디어창비
163,겁나빠른달팽이,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.26,미디어창비
164,마임,100,[단편] 돼지 먹이,김보나,듀나,밤늦게 들으니 조용하니 좋아요,2020.10.26,미디어창비
165,짱승히아로,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.25,미디어창비
166,코끼리311,80,[단편] 돼지 먹이,김보나,듀나,잘들었습니다.,2020.10.25,미디어창비
167,1025khd,100,[단편] 돼지 먹이,김보나,듀나,재미있어요,2020.10.25,미디어창비
168,신화바앙패,100,[단편] 돼지 먹이,김보나,듀나,재밌겠네요 보석얘기까지,2020.10.25,미디어창비
169,익산군,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.25,미디어창비
170,pknu80,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다,2020.10.24,미디어창비
171,심심한걸,100,[단편] 돼지 먹이,김보나,듀나,잘들을께여,2020.10.24,미디어창비
172,블루윙즈95,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비
173,벅스턴,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비
174,마리에서,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.24,미디어창비
175,biotite,100,[단편] 돼지 먹이,김보나,듀나,잘 들었습니다,2020.10.24,미디어창비
176,소크라테스형,100,[단편] 돼지 먹이,김보나,듀나,좋네요,2020.10.24,미디어창비
177,유노창민,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.24,미디어창비
178,앗싸라05,100,[단편] 돼지 먹이,김보나,듀나,잘들었어요,2020.10.24,미디어창비
179,스케일링비더내김환,100,[단편] 돼지 먹이,김보나,듀나,잘듣겠습니다,2020.10.23,미디어창비
180,이혼계약,100,[단편] 돼지 먹이,김보나,듀나,좋아요! 잘듣겠습니다!!!,2020.10.23,미디어창비
181,놀아줘제발,100,[단편] 돼지 먹이,김보나,듀나,좋음,2020.10.23,미디어창비
182,baboss,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비
183,자라32,100,[단편] 돼지 먹이,김보나,듀나,재미있게 잘 들었습니다,2020.10.23,미디어창비
184,DDSD2012,100,[단편] 돼지 먹이,김보나,듀나,듣기 편하네요,2020.10.23,미디어창비
185,하드코어질럿,100,[단편] 돼지 먹이,김보나,듀나,너무 좋아요,2020.10.23,미디어창비
186,건바이건,100,[단편] 돼지 먹이,김보나,듀나,목소리가 좋아요,2020.10.23,미디어창비
187,고트프리트,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비
188,200990,100,[단편] 돼지 먹이,김보나,듀나,감사합니다..,2020.10.23,미디어창비
189,그레이빈,100,[단편] 돼지 먹이,김보나,듀나,잘 들었어요..,2020.10.23,미디어창비
190,gaeulachim,100,[단편] 돼지 먹이,김보나,듀나,굿,2020.10.23,미디어창비
191,오늘도화이팅,100,[단편] 돼지 먹이,김보나,듀나,"좋아요
잘 들었어요",2020.10.23,미디어창비
192,청춘의나그네,100,[단편] 돼지 먹이,김보나,듀나,제목이 듵어본 이야기라 전래동화나 뭐 그런 건줄 알았는데 아니네요.,2020.10.23,미디어창비
193,심지휴,100,[단편] 돼지 먹이,김보나,듀나,너무너무 좋아요 ~~,2020.10.23,미디어창비
194,KNUT,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비
195,대룡리말바위,100,[단편] 돼지 먹이,김보나,듀나,너무 좋아요,2020.10.23,미디어창비
196,ㅂㅌㅅ,100,[단편] 돼지 먹이,김보나,듀나,평론으로 많이 들었었는데.. 좋네요,2020.10.23,미디어창비
197,밤턴소년단,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.23,미디어창비
198,ceo7302,100,[단편] 돼지 먹이,김보나,듀나,너무 좋네요,2020.10.23,미디어창비
199,momo0511,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.23,미디어창비
200,축구adgj1234,100,[단편] 돼지 먹이,김보나,듀나,감사합니다,2020.10.23,미디어창비
201,initialj,100,[단편] 돼지 먹이,김보나,듀나,좋아요,2020.10.23,미디어창비
202,swagger,100,[단편] 돼지 먹이,김보나,듀나,cool,2020.10.23,미디어창비
203,nullfehler,100,[단편] 돼지 먹이,김보나,듀나,잘들었습니다,2020.10.23,미디어창비
204,나이스가이72,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들었습니다.,2020.10.29,미디어창비
205,7790,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,듣겠습니다,2020.10.29,미디어창비
206,뜬구름0,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다,2020.10.28,미디어창비
207,티씨지는부산더락,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,목소리 너무 좋아요,2020.10.28,미디어창비
208,주야파파,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비
209,이뿐똥꼬킹,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,리슨 북 좋네요,2020.10.28,미디어창비
210,bsy0076,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비
211,Sangyub,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.28,미디어창비
212,변경닉네임,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,굿굿굿,2020.10.27,미디어창비
213,리비디비루바바,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,궁금한 이야기,2020.10.27,미디어창비
214,니체짱,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘 들어볼게요,2020.10.27,미디어창비
215,마르크그라프,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비
216,sksacyhpar,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비
217,Chivarly,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다 재밌네요.,2020.10.27,미디어창비
218,ahdcl1020,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋네요^^,2020.10.27,미디어창비
219,비스트마린,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘들었습니다,2020.10.27,미디어창비
220,중국와이파이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋습니다,2020.10.27,미디어창비
221,kimsfull,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,단편의 매력을  느끼게 하는 좋은 글입니다,2020.10.27,미디어창비
222,yuj0715,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,너무 좋고 잘들었습니다 또  내었으면 좋겠네요 다음에 기대 하겠습니다 화이팅!!!!!!,2020.10.27,미디어창비
223,꼬꼬리코돌격대,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,너무 좋습니다!! *^^*,2020.10.27,미디어창비
224,브람스00,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,새 단편을 축하드려요*,2020.10.27,미디어창비
225,세인트케이,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,좋아요,2020.10.26,미디어창비
226,gghh,100,[단편] 어머니는 잠 못 이루고,권여선,권여선,잘듣고ㅜ있어뇨,2020.10.26,미디어창비
