,nickname,rating,title,voice,author,review,created,publish
16,소시앓이,100,[EBS 세계문학전집] 그리스로마 신화,"정형석,박지윤",작자미상,정말 좋아하는 성우님들이 해주신거라 더 재미있어요 꼭 소장하세요^^,2020.09.02,한국교육방송공사
17,수비야,100,[EBS 세계문학전집] 그리스로마 신화,"정형석,박지윤",작자미상,너무 재밌어요,2020.04.01,한국교육방송공사
18,nakama2wif,100,전구눈 올빼미의 빛나는 호기심,장리,김세호,"재미있는 스토리, 아이가 좋아하네요.",2020.02.10,(주)대교
19,쭈루쭈루쭈루,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 재밌고요^^ 1000원 더 주고 싶네요^^~,2020.11.13,한국교육방송공사
20,jiny103,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을게요,2020.02.26,한국교육방송공사
21,best422,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들을께요!,2020.02.26,한국교육방송공사
22,끄적이15,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,미리듣기 하고 극화형이 재미있어 구매했어요~,2020.02.26,한국교육방송공사
23,촛불은영원해야한다,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.26,한국교육방송공사
24,회색이그레이색이야,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아하던 걸리버 여행기 참 반갑네요.,2020.02.26,한국교육방송공사
25,하브,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴 때 좋아했던 책 이였는 데 이번에 새롭게 듣기 되어서 너무 좋네요,2020.02.26,한국교육방송공사
26,pimono,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌을것 같네요,2020.02.26,한국교육방송공사
27,찰리찰리,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미있어요!,2020.02.26,한국교육방송공사
28,킹갓반페르시,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,듣기좋아요,2020.02.26,한국교육방송공사
29,힉스입자,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,유익합니다,2020.02.26,한국교육방송공사
30,용돈이zerg냐,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 엄청 매력적이세료,2020.02.26,한국교육방송공사
31,아시안컵,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,최고의 오디오북!!,2020.02.26,한국교육방송공사
32,니체짱,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋은 컨텐츠,2020.02.26,한국교육방송공사
33,옐키,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어른이 되어서 다시 들어도 좋네요,2020.02.26,한국교육방송공사
34,송강호,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 좋으세요!,2020.02.26,한국교육방송공사
35,전설의깜보,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴쩍에  읽었던 걸리버여행기 오디오북으로 들으니 새롭고 반갑네요,2020.02.26,한국교육방송공사
36,매이미mm,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,내용을 상샹하며 들으니 더욱 재밌습니다ㆍ다시 한번 책을 읽어봐야겠네요,2020.02.26,한국교육방송공사
37,sooozy,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이들에게 책을 읽어주는 게 교육적으로 긍정적인 효과를 줄 수 있는걸 알면서도 실천하기 쉽지 않은데 팟캐스트를 들려주면 될 것 같네요!,2020.02.26,한국교육방송공사
38,lauder,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"들으며 내용을 상상하니 다른느낌이네요. 
요즘 책읽기 어려운데..들으니 차분해 지는것 같기도하고 좋네요.",2020.02.26,한국교육방송공사
39,jsonlimfaith ,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,걸리버여행기 좋네요,2020.02.26,한국교육방송공사
40,하윤파파,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴적 읽었던 내용을 다시 듣게 되니 좋아요,2020.02.26,한국교육방송공사
41,주헌이형저도아빠되요,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,걸리버다시들으니정말재밌네요ㅎ,2020.02.26,한국교육방송공사
42,양배추샐러드,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"바닷물소리가 듣기좋네요.
효과음과 배경음악이 좋아요.",2020.02.26,한국교육방송공사
43,82키로미터,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.26,한국교육방송공사
44,hands6035,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이들에게 들려주기 좋아요,2020.02.26,한국교육방송공사
45,citizen94,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 좋네요,2020.02.26,한국교육방송공사
46,이제갱생,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,''어린시절 걸리버 여행기를 귀로들으니 신비하고 새롭습니다'',2020.02.26,한국교육방송공사
47,암거렉,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.26,한국교육방송공사
48,펭수펭하펭바,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,즐거웠어요,2020.02.26,한국교육방송공사
49,baboss,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.26,한국교육방송공사
50,흠야,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미있네요,2020.02.26,한국교육방송공사
51,끼바,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요.,2020.02.26,한국교육방송공사
52,나만고양이없어씨,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잼있어요,2020.02.26,한국교육방송공사
53,크로스c,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.26,한국교육방송공사
54,lesmise,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,감사합니다,2020.02.26,한국교육방송공사
55,커피먹자,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,화이팅,2020.02.26,한국교육방송공사
56,dollf,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 좋네요,2020.02.26,한국교육방송공사
57,캬캬캬노,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,친근한 목소리기 너무 좋네요,2020.02.26,한국교육방송공사
58,혜순sz,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.26,한국교육방송공사
59,공장경비원,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,읽었던 내용을 귀로 들으니 생동감이 느껴진다,2020.02.26,한국교육방송공사
60,밤턴소년단,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요.,2020.02.26,한국교육방송공사
61,가라허,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,종아요,2020.02.26,한국교육방송공사
62,브람스00,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,고전의 힘~,2020.02.26,한국교육방송공사
63,WizOne,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,걸리버여행기 옛날에 자주봤는데..,2020.02.26,한국교육방송공사
64,코끼리311,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"오디오북으로  듣는 것은  읽는 것과는
색다른  맛이  있네..
성우  목소리도  좋고..",2020.02.26,한국교육방송공사
65,빠리의감자,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,조아요,2020.02.26,한국교육방송공사
66,JTY,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,추억의 걸리버,2020.02.26,한국교육방송공사
67,말레나,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,넘넘 좋아요~,2020.02.25,한국교육방송공사
68,부산기장갈매기들,60,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,추천요!,2020.02.25,한국교육방송공사
69,loogie88,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,추천합니다,2020.02.25,한국교육방송공사
70,둥아야,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋은데용~~,2020.02.25,한국교육방송공사
71,하늘로간호수,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.25,한국교육방송공사
72,쭌팔,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요~,2020.02.25,한국교육방송공사
73,켄신6,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌습니다,2020.02.25,한국교육방송공사
74,엘리브,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.25,한국교육방송공사
75,흥칫뿡꽥,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,내용에 집중하게 되네요,2020.02.25,한국교육방송공사
76,도겸민서,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미나게 잘들었읍니다,2020.02.25,한국교육방송공사
77,주야파파,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴때가 생각나네요,2020.02.25,한국교육방송공사
78,나이야르르,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌게 들었어요,2020.02.25,한국교육방송공사
79,no10루니,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다~,2020.02.25,한국교육방송공사
80,ssu711,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 넘 좋아요~~,2020.02.25,한국교육방송공사
81,림79,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.25,한국교육방송공사
82,워브,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다.,2020.02.25,한국교육방송공사
83,가뎐,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.25,한국교육방송공사
84,Zentomino,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다 ㅎㅎ,2020.02.25,한국교육방송공사
85,그레이빈,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미있게 잘 들었어요..^^,2020.02.25,한국교육방송공사
86,히히덕,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌어요 ㅎㅎ,2020.02.25,한국교육방송공사
87,중국와이파이,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌는데요 좀비쌉니다,2020.02.25,한국교육방송공사
88,syd60,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.25,한국교육방송공사
89,엘리브나무,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.25,한국교육방송공사
90,ehgusrjsgh,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,오디오북 좋네요 이런 컨텐츠 많아졌으면 좋겠어요,2020.02.25,한국교육방송공사
91,민민갠,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,믿고 듣는 박지윤 성우!,2020.02.25,한국교육방송공사
92,091222,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.25,한국교육방송공사
93,던힐발란스,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,대충 알고있는 걸리버 여행기인데  이렇게 오디오 컨텐츠로 들으니 더편하고 좋네요,2020.02.25,한국교육방송공사
94,reilth,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,듣기 편안하고 좋네요,2020.02.25,한국교육방송공사
95,바티스타,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다.,2020.02.25,한국교육방송공사
96,난초천사,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이들에게 들려주면 좋을것 같아요,2020.02.25,한국교육방송공사
97,크로노스1,60,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.25,한국교육방송공사
98,가출소년,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.25,한국교육방송공사
99,청솔모,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"처음으로 듣는 오디오북이네요.
참 좋았어요.",2020.02.25,한국교육방송공사
100,건강콩이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.25,한국교육방송공사
101,ahdcl1020,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,다시들으니 옛생각이 나네요,2020.02.25,한국교육방송공사
102,유로따리,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.25,한국교육방송공사
103,우아한오아,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.25,한국교육방송공사
104,2020합격자,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,아이들에게 좋은 영향을 줄것같아요,2020.02.25,한국교육방송공사
105,ㄱㄹㄴㅁ,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요좋아요,2020.02.25,한국교육방송공사
106,나룻배와행인,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.25,한국교육방송공사
107,popo12,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘듣겠습니다,2020.02.25,한국교육방송공사
108,수번의찰나,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 안정적이에요,2020.02.25,한국교육방송공사
109,차군아커피,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,파이팅입니다,2020.02.25,한국교육방송공사
110,takeme2dmoon,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,요즘 아이들은 읽는것 보다 보고 듣는 것에 익숙해졌죠. 오디오북 좋습니다.,2020.02.25,한국교육방송공사
111,빠라까라빠라,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,걸리버 여행기 참 오랜만이네요,2020.02.25,한국교육방송공사
112,1만원주라고,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣겠습니다,2020.02.25,한국교육방송공사
113,catnap,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리 듣기 너무 좋습니다!!,2020.02.25,한국교육방송공사
114,gj주,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.25,한국교육방송공사
115,mo0225,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사
116,mocran,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,너무 잘읽어주셔서 훅 빠져드네요,2020.02.24,한국교육방송공사
117,박종윤존맛,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,오랜만에아는책얘기들으니감회가새롭네요,2020.02.24,한국교육방송공사
118,듣고있어요,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,와 목소리 정말 듣기좋습니다,2020.02.24,한국교육방송공사
119,kys4107,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,Good,2020.02.24,한국교육방송공사
120,중앙돌파다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,멋진 기획입니다,2020.02.24,한국교육방송공사
121,Chivarly,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"얼마전에 잭블랙 영화 보고 걸리버 여행기 들으니까 웃음이 나네요ㅋㅋㅋㅋ
이 오디오북도 재미있게 듣겠습니다.",2020.02.24,한국교육방송공사
122,저는그러한면을삶아오지않았습니다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,귀에 잘 들리네요,2020.02.24,한국교육방송공사
123,은지연지,80,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
124,punx1545,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
125,mbox2,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리가 빠져듭니다  정말 귀에 쏙쏙 들어옵니다 감사합니다,2020.02.24,한국교육방송공사
126,넉언니,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,표현이 너무 좋네요^^,2020.02.24,한국교육방송공사
127,conan34,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
128,살라뽀글이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.24,한국교육방송공사
129,젠니,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.24,한국교육방송공사
130,건바이건,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,가슴 뭉클합니다,2020.02.24,한국교육방송공사
131,돌격돼지,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
132,로이야드,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사
133,비스트마린,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
134,노략질약탈,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사
135,kdb17,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
136,hardstack7,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋네요,2020.02.24,한국교육방송공사
137,진진꾸냥,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,목소리 좋네요,2020.02.24,한국교육방송공사
138,칰티즌,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋습니다,2020.02.24,한국교육방송공사
139,7790,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋은 컨텐츠입니다,2020.02.24,한국교육방송공사
140,행복하자810,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요^^,2020.02.24,한국교육방송공사
141,요조,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋네요,2020.02.24,한국교육방송공사
142,lke,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,굿입니다,2020.02.24,한국교육방송공사
143,소리를먹는다,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋아요,2020.02.24,한국교육방송공사
144,은하로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 듣고 갑니다,2020.02.24,한국교육방송공사
145,종윤의그날,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
146,전력질주80,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.24,한국교육방송공사
147,지랄지랄이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,편안하게 잘들었습니다,2020.02.24,한국교육방송공사
148,dhjr,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,저는  이 오디오 파일을 좋아합니다,2020.02.24,한국교육방송공사
149,마드모아젤감자,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,"믿고듣는 정형석성우님 차분한 라딩이 밤에 편안하게 듣기 좋습니다 
눈이 좋지않아 글로읽는 책이 부담스러운데 소리로 듣는 문학 좋네요  
어린시절의기억속으로 다시돌아가는듯합니다 
다른 책도 찾아보아야겠습니다",2020.02.24,한국교육방송공사
150,가롤로,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,와 아이랑 잘때 들음 좋겠어요,2020.02.24,한국교육방송공사
151,내폴더,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,책을 들을 수 있어 좋아요,2020.02.23,한국교육방송공사
152,뽁이아빠s9,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사
153,boss0546,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사
154,지랄하는동형이,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌고 즐거운 시간이었습니다,2020.02.23,한국교육방송공사
155,jm1014,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재밌네요,2020.02.23,한국교육방송공사
156,사월엔새로운대한민국,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,걸리버여행기 유년시절 기억 돋네요 ㅎ,2020.02.23,한국교육방송공사
157,욱이후배,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,재미있게 잘 들었습니다.,2020.02.23,한국교육방송공사
158,미친세상의봄,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,동심이 샘솟네요,2020.02.23,한국교육방송공사
159,김대물,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,좋네요~~,2020.02.23,한국교육방송공사
160,별곁달,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.23,한국교육방송공사
161,maxday,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,어릴때 읽었던 기억이 떠오르네요 감사합니다,2020.02.23,한국교육방송공사
162,고고잉,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,유익하게 잘 들었어요~~~,2020.02.23,한국교육방송공사
163,yikiyiki,70,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사
164,legacykh,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘들었습니다,2020.02.23,한국교육방송공사
165,anluke,100,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다 목소리가 너무 좋으십니다,2020.02.23,한국교육방송공사
166,뽕구라,90,[EBS 세계문학전집] 걸리버 여행기,"정형석,박지윤",조너선 스위프트,잘 들었습니다,2020.02.23,한국교육방송공사
