,nickname,rating,title,voice,author,review,created,publish
57,로또1등내꺼임,100,나는 왠지 대박날 것만 같아!,손정현,손정현,대박,2020.10.14,이은북
58,던힐발란스,100,나는 왠지 대박날 것만 같아!,손정현,손정현,멋지네요,2020.10.14,이은북
59,샤라샤,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미롭네요,2020.10.14,이은북
60,매관magic,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미를 끄는 콘텐츠입니다,2020.10.14,이은북
61,ksmpers,80,나는 왠지 대박날 것만 같아!,손정현,손정현,기대가 되네요,2020.10.14,이은북
62,ungshin,100,나는 왠지 대박날 것만 같아!,손정현,손정현,기대합니다~,2020.10.14,이은북
63,청화K,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미로운 내용이네요! :),2020.10.14,이은북
64,마음이음2,100,나는 왠지 대박날 것만 같아!,손정현,손정현,굿입니다,2020.10.14,이은북
65,세상을향한눈,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었어요,2020.10.14,이은북
66,하브,100,나는 왠지 대박날 것만 같아!,손정현,손정현,오! 독특한 내용 좋네요!!,2020.10.14,이은북
67,이십일세들,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었슴니다,2020.10.14,이은북
68,다행복하여라,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.14,이은북
69,화랑대,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었어요,2020.10.14,이은북
70,잘먹고잘산다,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있어요,2020.10.14,이은북
71,umma7312,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.14,이은북
72,날윤,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들었습니다^^,2020.10.14,이은북
73,저는그러한면을삶아오지않았습니다,100,나는 왠지 대박날 것만 같아!,손정현,손정현,제목부터 신선하네요,2020.10.13,이은북
74,마이클창70,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.13,이은북
75,h35806,100,나는 왠지 대박날 것만 같아!,손정현,손정현,그곳에도 사람이 있다는 걸 느낍니다^^,2020.10.13,이은북
76,mj0918,100,나는 왠지 대박날 것만 같아!,손정현,손정현,편안하게 듣기 좋네요,2020.10.13,이은북
77,marr,100,나는 왠지 대박날 것만 같아!,손정현,손정현,너무좋아요,2020.10.13,이은북
78,sure132,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다.,2020.10.13,이은북
79,kayak12,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리가 좋아서 듣기편하네요,2020.10.13,이은북
80,huri,100,나는 왠지 대박날 것만 같아!,손정현,손정현,편하게 들려주네요,2020.10.13,이은북
81,궁금궁쓰,100,나는 왠지 대박날 것만 같아!,손정현,손정현,차분하고 중저음이라 집중이잘되고 유익해요^^,2020.10.13,이은북
82,지구공주,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.13,이은북
83,마리에서,100,나는 왠지 대박날 것만 같아!,손정현,손정현,편안히 잘들었어요,2020.10.13,이은북
84,옐키,100,나는 왠지 대박날 것만 같아!,손정현,손정현,차분한 목소리 집중이 잘 되네요,2020.10.13,이은북
85,jeonjh8953,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리 좋으시네요,2020.10.13,이은북
86,촛불하나더,100,나는 왠지 대박날 것만 같아!,손정현,손정현,완전좋아요,2020.10.13,이은북
87,삿포로콘칩,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리가 차분하고 좋으시네요,2020.10.13,이은북
88,비상999,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리가 좋아요!,2020.10.13,이은북
89,심사쑥꼬,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.13,이은북
90,깡통1,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋았습니다,2020.10.13,이은북
91,이래할끼네,100,나는 왠지 대박날 것만 같아!,손정현,손정현,"낭독자 목소리가 참 좋네요
나도 왠지 대박날 것만 같아요.",2020.10.13,이은북
92,Django,100,나는 왠지 대박날 것만 같아!,손정현,손정현,포인트 적립 감사합니다,2020.10.13,이은북
93,asdfg원숭이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.13,이은북
94,estyu,100,나는 왠지 대박날 것만 같아!,손정현,손정현,기대되네요 잘듣겠습니다:),2020.10.13,이은북
95,변경닉네임,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋은 내용입니다,2020.10.13,이은북
96,히히덕,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 듣고 갑니다,2020.10.13,이은북
97,수번의찰나,100,나는 왠지 대박날 것만 같아!,손정현,손정현,정말 좋습니다,2020.10.13,이은북
98,SMEC,100,나는 왠지 대박날 것만 같아!,손정현,손정현,ㅇㅇ,2020.10.13,이은북
99,hamsik,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들었습니다,2020.10.13,이은북
100,중국와이파이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,"지금세계를 이끌고 있는  영화 드라마
모두 작가들 힘이긴 한데
모두 부익부빈익빈이라고들 하네요",2020.10.13,이은북
101,한다만,100,나는 왠지 대박날 것만 같아!,손정현,손정현,오 좋네요,2020.10.13,이은북
102,cowboybaby,100,나는 왠지 대박날 것만 같아!,손정현,손정현,작가 지망생으로서 도움이 됩니다,2020.10.13,이은북
103,태일,100,나는 왠지 대박날 것만 같아!,손정현,손정현,기대중,2020.10.13,이은북
104,설원의늑대,80,나는 왠지 대박날 것만 같아!,손정현,손정현,감사합니다,2020.10.13,이은북
105,나룻배와행인,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있네요,2020.10.13,이은북
106,conan34,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있네요,2020.10.13,이은북
107,라틈,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌습니다.,2020.10.13,이은북
108,KAIROS2020,80,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌겠네요!!!^^,2020.10.13,이은북
109,jjmview,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.13,이은북
110,지나아줌마,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있고 흠미롭게 잘들었습니다.,2020.10.13,이은북
111,독사황가,100,나는 왠지 대박날 것만 같아!,손정현,손정현,정현이형 화이팅이에요 ~~,2020.10.13,이은북
112,factcheck,70,나는 왠지 대박날 것만 같아!,손정현,손정현,굿~,2020.10.13,이은북
113,무등산지기,100,나는 왠지 대박날 것만 같아!,손정현,손정현,감사히 잘 들넜네요,2020.10.13,이은북
114,하마놈,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었어요,2020.10.13,이은북
115,nullfehler,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.13,이은북
116,남자4호,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미로운 이야기네요.,2020.10.12,이은북
117,Titicaca,100,나는 왠지 대박날 것만 같아!,손정현,손정현,스토리텔링에 대해 한번 다시 생각해봤습니다,2020.10.12,이은북
118,개털,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들어었어요,2020.10.12,이은북
119,muryzzang,100,나는 왠지 대박날 것만 같아!,손정현,손정현,제목부터 좋아요~ 잘들을게요!^^,2020.10.12,이은북
120,팬티도둑엄준식,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들을게영,2020.10.12,이은북
121,하얀사슴,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.12,이은북
122,silverphil,100,나는 왠지 대박날 것만 같아!,손정현,손정현,사회인!! 감사합니다.,2020.10.12,이은북
123,훈00,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.12,이은북
124,이작까,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
125,숫사슴,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
126,shinmg1209,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
127,sksacyhpar,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
128,뿅숙이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아여,2020.10.12,이은북
129,폴크루먼,100,나는 왠지 대박날 것만 같아!,손정현,손정현,대박,2020.10.12,이은북
130,kumada,100,나는 왠지 대박날 것만 같아!,손정현,손정현,Gooooood~~~~,2020.10.12,이은북
131,7790,100,나는 왠지 대박날 것만 같아!,손정현,손정현,실용적인 서적이네요,2020.10.12,이은북
132,궁금하면오백만,100,나는 왠지 대박날 것만 같아!,손정현,손정현,조아욤  ㅡㅡ,2020.10.12,이은북
133,매이미mm,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋습니다,2020.10.12,이은북
134,애국보수끝년,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들어보겠습니다,2020.10.12,이은북
135,이복남,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요~,2020.10.12,이은북
136,누커스,90,나는 왠지 대박날 것만 같아!,손정현,손정현,굿!,2020.10.12,이은북
137,mamor,90,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요~~~~,2020.10.12,이은북
138,다인짱의비상구,100,나는 왠지 대박날 것만 같아!,손정현,손정현,무용담이 아니길 기대합니다.,2020.10.12,이은북
139,이좃까야,100,나는 왠지 대박날 것만 같아!,손정현,손정현,기대되네요,2020.10.12,이은북
140,ddorg321,100,나는 왠지 대박날 것만 같아!,손정현,손정현,감사합니다...,2020.10.12,이은북
141,벙직,100,나는 왠지 대박날 것만 같아!,손정현,손정현,두근두근.. 기대됩니다,2020.10.12,이은북
142,잠띵이요,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미진진합니다,2020.10.12,이은북
143,kwackbj,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
144,uoiu,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리가 참 편안해요 :D,2020.10.12,이은북
145,대룡리말바위,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
146,웨인웅이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요!,2020.10.12,이은북
147,안락동마카롱앤쿠키,100,나는 왠지 대박날 것만 같아!,손정현,손정현,작가님의 목소리로 들으니 내용이 더 와닿습니다 글쓰기를 좋아하는 아이들에게 들려주거싶습니다,2020.10.12,이은북
148,짱승히아로,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.12,이은북
149,흥칫뿡꽥,100,나는 왠지 대박날 것만 같아!,손정현,손정현,유익한 내용이네요,2020.10.12,이은북
150,vmfpwmsh1h,100,나는 왠지 대박날 것만 같아!,손정현,손정현,손정현pd님 낭독 목소리도 좋네요. Asmr 같아요,2020.10.12,이은북
151,매국보수,100,나는 왠지 대박날 것만 같아!,손정현,손정현,대박날거 같네요,2020.10.12,이은북
152,앗싸라05,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었어요,2020.10.12,이은북
153,티씨지는부산더락,100,나는 왠지 대박날 것만 같아!,손정현,손정현,목소리가 좋아요,2020.10.12,이은북
154,jm1014,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었어요,2020.10.12,이은북
155,뽁이아빠s9,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.12,이은북
156,skyclassy,100,나는 왠지 대박날 것만 같아!,손정현,손정현,즐겁게 잘들었습니다,2020.10.12,이은북
157,요요제로,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋으네요,2020.10.12,이은북
158,케에니이이이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들었습니다,2020.10.12,이은북
159,모든일모든순간,100,나는 왠지 대박날 것만 같아!,손정현,손정현,즐겁게 들었어요,2020.10.12,이은북
160,마임,100,나는 왠지 대박날 것만 같아!,손정현,손정현,"화양연화 넘 잼나게  봤는데
드라마를 그리 즐겨보진 않은편인데도
대박난 드라마는 거의다 본듯
요즘은 땡기는 드라마가 없는듯 ,,,",2020.10.12,이은북
161,whitene,100,나는 왠지 대박날 것만 같아!,손정현,손정현,나도 대박나고 싶네요 드라마를 워낙 좋아해서 재밌게 들었어요,2020.10.12,이은북
162,kaineus45,100,나는 왠지 대박날 것만 같아!,손정현,손정현,드라마를 좋아해서 즐겁게 들었어요.,2020.10.12,이은북
163,노략질약탈,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요!,2020.10.12,이은북
164,스칼렛K,100,나는 왠지 대박날 것만 같아!,손정현,손정현,작가를 한 때 꿈꿨던 PD님께 결국 글은 쓰다보면 실력이 향상된다 하지만 애초에 타고난 글 감각 뛰어난 사람을 따라갈 수 있을까요? 하늘의 도움이 없는한 저의 작은 생각입니다.,2020.10.12,이은북
165,legacykh,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.12,이은북
166,southparrk,100,나는 왠지 대박날 것만 같아!,손정현,손정현,오굿,2020.10.12,이은북
167,재민사랑,80,나는 왠지 대박날 것만 같아!,손정현,손정현,새로운 시도.잘 들었습니다,2020.10.12,이은북
168,꼬꼬리코돌격대,100,나는 왠지 대박날 것만 같아!,손정현,손정현,매우 만족합니다!! *^^*,2020.10.11,이은북
169,어리굴젓좋아,90,나는 왠지 대박날 것만 같아!,손정현,손정현,좋네요,2020.10.11,이은북
170,이매지네이션,100,나는 왠지 대박날 것만 같아!,손정현,손정현,색다른 컨텐츠라 기대됩니다,2020.10.11,이은북
171,곰문,100,나는 왠지 대박날 것만 같아!,손정현,손정현,기대됩니다,2020.10.11,이은북
172,은바람,100,나는 왠지 대박날 것만 같아!,손정현,손정현,음악과 다정한 목소리가 따뜻하게 느껴져서 참좋네요,2020.10.11,이은북
173,박종윤존맛,100,나는 왠지 대박날 것만 같아!,손정현,손정현,굿굿,2020.10.11,이은북
174,홍홍37,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.11,이은북
175,카집,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.11,이은북
176,RUNMINGI,90,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있네요,2020.10.11,이은북
177,하드코어질럿,90,나는 왠지 대박날 것만 같아!,손정현,손정현,유용하네요,2020.10.11,이은북
178,오리곰,100,나는 왠지 대박날 것만 같아!,손정현,손정현,넘 좋네욥,2020.10.11,이은북
179,아리까리요,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요.,2020.10.11,이은북
180,yuj0715,80,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요~~~~,2020.10.11,이은북
181,miltaiji,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.11,이은북
182,peaceap,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋습니다~~^^,2020.10.11,이은북
183,weewee,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋습니다,2020.10.11,이은북
184,나이스가이72,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋습니다. ^^,2020.10.11,이은북
185,윰윰이지윰,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요!,2020.10.11,이은북
186,thestone,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.11,이은북
187,니스테르,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.11,이은북
188,사유의거처,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋네요 ㅎ,2020.10.11,이은북
189,촐랭이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요~^^ 너무 감명 깊었습미다~!,2020.10.11,이은북
190,주야파파,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋으네요,2020.10.11,이은북
191,혜찌니,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋은 드라마 한편은 좋은 문학 작품과 같다에 공감,2020.10.11,이은북
192,daca5656,100,나는 왠지 대박날 것만 같아!,손정현,손정현,괜찮네요,2020.10.11,이은북
193,이궁우궁,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋아요,2020.10.11,이은북
194,하와이안,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들었습니다. 도움이 되네요,2020.10.11,이은북
195,handrake12,100,나는 왠지 대박날 것만 같아!,손정현,손정현,드라마작가를 꿈꾸는 분들에게 참고할만한 내용이네요 잘 들었습니다,2020.10.11,이은북
196,오깨,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 볼게요,2020.10.11,이은북
197,오리네4g,100,나는 왠지 대박날 것만 같아!,손정현,손정현,"재미있네요.
잘 들었습니다.",2020.10.11,이은북
198,문스타키온느,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잼있게 들을게오.-~,2020.10.11,이은북
199,lennonian,100,나는 왠지 대박날 것만 같아!,손정현,손정현,대박이 날 것 같네요,2020.10.11,이은북
200,새꺄라고해서미안해요,100,나는 왠지 대박날 것만 같아!,손정현,손정현,멜로가 체질에서 조명되엇던 직업이라 흥미가 돋네요,2020.10.11,이은북
201,Transurfer,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있을거 같아요.,2020.10.11,이은북
202,네이스미스,100,나는 왠지 대박날 것만 같아!,손정현,손정현,배워보고싶네요,2020.10.11,이은북
203,골건적,100,나는 왠지 대박날 것만 같아!,손정현,손정현,너무 좋아요.,2020.10.11,이은북
204,다시마튀각,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재미있어요,2020.10.11,이은북
205,욱이후배,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.11,이은북
206,꺆꺆꺆,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌어요,2020.10.11,이은북
207,호랑이공원,100,나는 왠지 대박날 것만 같아!,손정현,손정현,인생은 드라마다.,2020.10.11,이은북
208,시카리노,100,나는 왠지 대박날 것만 같아!,손정현,손정현,나도 대박나고 싶어요^^,2020.10.11,이은북
209,ryu5084,100,나는 왠지 대박날 것만 같아!,손정현,손정현,나두 웬지 대박날것 같은 기분임,2020.10.11,이은북
210,biotite,100,나는 왠지 대박날 것만 같아!,손정현,손정현,흥미있는 내용입니다 잘 들었습니다,2020.10.11,이은북
211,pknu80,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌어요 잘 들었습니다,2020.10.11,이은북
212,다이어트는힘들어,100,나는 왠지 대박날 것만 같아!,손정현,손정현,넷플렉스가 많은변화가 된거같아요,2020.10.11,이은북
213,kimsfull,100,나는 왠지 대박날 것만 같아!,손정현,손정현,관심있게 잘 들었습니다.,2020.10.11,이은북
214,림킴*,100,나는 왠지 대박날 것만 같아!,손정현,손정현,챙겨보는 드라마가 있다는건 엄청난 행복!!,2020.10.11,이은북
215,하미슬이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋은 드라마를 만나는건 일상의 소소한 기쁨이지,2020.10.11,이은북
216,동그니채미니,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.10,이은북
217,oversky1,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.10,이은북
218,gakgak,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌게 들었습니다.,2020.10.10,이은북
219,JP,100,나는 왠지 대박날 것만 같아!,손정현,손정현,배워봅시다,2020.10.10,이은북
220,싱글벙글영진,100,나는 왠지 대박날 것만 같아!,손정현,손정현,유용하네요,2020.10.10,이은북
221,바른말쟁이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘 들었습니다.내용이 너무 좋습니다.,2020.10.10,이은북
222,da같이,100,나는 왠지 대박날 것만 같아!,손정현,손정현,제목 좋네요~ 학생들이 보고 많이 배울 수 있겠네요. 재밌는 컨텐츠 감사합니다,2020.10.10,이은북
223,벅스턴,100,나는 왠지 대박날 것만 같아!,손정현,손정현,좋습니다.,2020.10.10,이은북
224,미다진구,100,나는 왠지 대박날 것만 같아!,손정현,손정현,"옆에서 이야기를 해주는 느낌 
좋네요♥",2020.10.10,이은북
225,마르크그라프,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들었습니다,2020.10.10,이은북
226,cromye12,100,나는 왠지 대박날 것만 같아!,손정현,손정현,왠지 대박 날거 같음,2020.10.10,이은북
227,MAJESTIC78,100,나는 왠지 대박날 것만 같아!,손정현,손정현,대박 나세여^^,2020.10.10,이은북
228,으랏찻차,100,나는 왠지 대박날 것만 같아!,손정현,손정현,잘들을께요,2020.10.10,이은북
229,truthy,100,나는 왠지 대박날 것만 같아!,손정현,손정현,진짜  재밌네요 ㅎ,2020.10.10,이은북
230,아산둔포황소야,100,나는 왠지 대박날 것만 같아!,손정현,손정현,재밌어요,2020.10.10,이은북
